"","Germplasm","Species","Dataset","Bloom_Days","TA","Fruit_Dim","Flesh_C","Spec_Flesh_Color_b","Spec_Flesh_Color_a","Bulked_Fruit_SSC","Pull_Force","Pit_Lh","Spec_Skin_Color_a","Skin_C_mahogany","Spec_Skin_Color_b","Spec_Skin_Color_L","Bulked_Fruit_Firmness","FreeStone","Perc_Cracking","Fruit_Wt","SSC","Perc_Pitting","Spec_Flesh_Color_L","Pit_Wt","Fruit_Wd2","Pit_Wd1","Harvest_Time","Stem_length","Foliar_PM","Bloom_Time","Fruit_L","Bulked_Fruit_Wt","Harvest_Days","Skin_C_blush","Firmness_1","pH","Fruit_Shape","Harvest_Date","Bloom_Date"
"165","FR18T020","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",113,0.66,2.76,3,NA,NA,NA,831.1,12.71,NA,5,NA,NA,243,4,NA,14.25,21.45,NA,NA,0.5,32.59,10.07,963.06,NA,2,233.25,28.77,NA,184,NA,243,NA,5,"7/3/2012","4/23/2012"
"166","FR18T041","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",115,NA,-0.69,2,NA,NA,17.6,488.4,13.01,NA,5,NA,NA,NA,4,0,10.23,19.2,0,NA,0.39,21.13,8.32,914.56,61.28,3,184.83,23.08,6.23,189,NA,273,NA,5,"7/9/2011","4/26/2011"
"167","FR18T042","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",113,0.53,1.4,4,NA,NA,NA,643.4,12.6,NA,6,NA,NA,203.8,3,NA,11.43,26.4,NA,NA,0.4,28.22,9.67,1101.94,NA,4,233.25,26.38,NA,192,NA,203.8,NA,5,"7/11/2012","4/23/2012"
"168","FR18T043","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",103,0.53,-0.02,2.3,NA,NA,19.6,1007.5,11.4,NA,4,NA,NA,212.8,5,0,9.36,18.63,25,NA,0.55,25.41,10.21,NA,43.5,4,152.33,22.32,8.58,NA,NA,226.7,NA,5,NA,"4/14/2011"
"169","FR18T043","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.63,1.66,3,NA,NA,NA,626.1,12.12,NA,5.2,NA,NA,252.7,5,NA,12.12,23.06,NA,NA,0.58,29.1,11.67,NA,NA,3,178.25,26.8,NA,NA,NA,259.7,NA,5,NA,"4/18/2012"
"170","FR18T044","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,0.9,0,4,NA,NA,NA,902.4,12.68,NA,6,NA,NA,308.5,4,25,10.5,19.2,NA,NA,0.38,23.56,9.1,785.39,44.39,4,165.36,24.11,6.35,180,NA,252,NA,5,"6/30/2011","4/20/2011"
"171","FR18T044","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",113,0.4,1.37,5,NA,NA,NA,962.6,13.41,NA,6.8,NA,NA,274.3,5,NA,10.69,22.28,NA,NA,0.42,27.76,10.03,952.33,NA,4,233.25,26.68,NA,183,NA,265.6,NA,2.6,"7/2/2012","4/23/2012"
"172","FR18T045","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",113,0.75,-1.09,3,NA,NA,NA,623,9.98,NA,3.8,NA,NA,399,3,NA,6.2,21.42,NA,NA,0.26,21.58,7.9,1101.94,NA,4,233.25,20.8,NA,192,NA,330.4,NA,5,"7/11/2012","4/23/2012"
"173","FR18T048","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",104,NA,-0.93,2.7,NA,NA,NA,962.6,10.89,NA,5.3,NA,NA,266.8,5,0,9.58,19.55,NA,NA,0.27,22.25,8.7,774.19,37.98,3,155.08,20.97,4.98,179,NA,223.6,NA,2,"6/29/2011","4/15/2011"
"174","FR18T048","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,0.64,0.74,3,NA,NA,NA,712.8,12.58,NA,5,NA,NA,275.6,5,NA,9.66,23.96,NA,NA,0.46,26.29,9.61,952.33,NA,3,172.72,25.06,NA,183,NA,284.8,NA,2,"7/2/2012","4/17/2012"
"175","FR18T052","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",NA,NA,-0.1,4,NA,NA,NA,746.4,9.81,NA,6,NA,NA,295.3,5,NA,8.41,22.3,NA,NA,0.33,26.31,9.24,952.33,NA,3,NA,21.15,NA,183,NA,295.3,NA,5,"7/2/2012",NA
"176","FR18T071","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",113,NA,-2.14,1,NA,NA,25.8,1193.1,9.64,NA,NA,NA,NA,291.7,3.4,0,10.31,26.3,NA,NA,0.34,20.71,8.31,725.42,27.18,3,176.64,16.71,4.46,176,3.8,283.4,NA,4.4,"6/26/2011","4/24/2011"
"177","FR18T071","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",109,NA,-1.22,1,NA,NA,NA,1011.6,10.17,NA,NA,NA,NA,202.1,4,NA,NA,32.45,NA,NA,0.33,22.56,9.16,801.39,NA,3,181.58,19.35,NA,172,2,265,NA,2.5,"6/21/2012","4/19/2012"
"178","FR1T027","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,NA,1.13,1,NA,NA,18.5,916.7,12,NA,NA,NA,NA,221,3,NA,12.3,19.83,NA,NA,0.5,26,8.61,1049.19,56.77,2,165.36,27.13,11.28,198,1.6,270,NA,5,"7/18/2011","4/20/2011"
"179","FR1T027","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.7,1.47,1,NA,NA,NA,613.9,11.78,NA,NA,NA,NA,179.6,5,NA,12.64,21.8,NA,NA,0.44,27.77,9.7,1101.94,NA,2,178.25,27.14,NA,192,2,265,NA,3.8,"7/11/2012","4/18/2012"
"180","FR1T028","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",114,NA,1.17,1,NA,NA,NA,948.3,11.78,NA,NA,NA,NA,231.9,3,6.25,12.09,20.55,12.5,NA,0.5,26.32,8.68,1098.94,51.49,2,180.28,27.06,11.22,202,2.4,284.9,NA,5,"7/22/2011","4/25/2011"
"181","FR1T028","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.81,1.9,1,NA,NA,NA,1032,11.77,NA,NA,NA,NA,204,4,NA,13.62,23.18,NA,NA,0.46,29.48,9.9,1190.28,NA,2,192.19,27.58,NA,197,2.8,265,NA,5,"7/16/2012","4/20/2012"
"182","FR1T029","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",96,0.87,0.29,3.4,7.51,22.42,19,900.4,12.48,22.76,4,4.38,28.67,NA,3,0,11.67,22.95,0,20.99,0.57,25.59,10.43,1147.69,42.68,NA,191,23.62,9.48,193,NA,340,3.99,NA,"7/13/2010","4/7/2010"
"183","FR1T029","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",107,0.71,0.11,2,NA,NA,17.3,1007.5,11.67,NA,3,NA,NA,304.1,4,NA,11.3,20.23,NA,NA,0.5,24.74,8.59,984.97,46.23,2,162.86,23.56,9.53,194,NA,365.5,NA,4.3,"7/14/2011","4/18/2011"
"184","FR1T029","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.84,1.52,3,NA,NA,NA,828,12.26,NA,3,NA,NA,286.6,4,NA,12.07,20.32,NA,NA,0.6,27.89,10.07,1190.28,NA,2,178.25,27.24,NA,197,NA,280.7,NA,4,"7/16/2012","4/18/2012"
"185","FR1T030","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",99,0.6,0.08,4,3.58,15.26,21.7,1144.1,12.12,15.44,4,1.5,27.4,NA,4,0,11.24,18.26,0,17.35,0.5,24.65,9.88,1161.75,53.58,NA,195.33,23.47,7.27,194,NA,285,4.29,NA,"7/14/2010","4/10/2010"
"186","FR1T030","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",114,0.67,-1.14,2.8,NA,NA,18.2,908.6,11.54,NA,5,NA,NA,497.3,3.8,0,11.7,20.67,8.33,NA,0.38,20.25,8.35,1074.69,54.09,2,180.28,21.78,5,200,NA,280.4,NA,5,"7/20/2011","4/25/2011"
"187","FR1T030","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",112,0.75,0.14,4,NA,NA,NA,596.5,11.63,NA,5.4,NA,NA,296.4,4,NA,8.34,21.44,NA,NA,0.4,24.86,9.57,1190.28,NA,3,217,23.56,NA,197,NA,305.1,NA,5,"7/16/2012","4/22/2012"
"188","FR1T031","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",98,0.81,0.37,5,0.44,8.65,23.5,1237.9,11.41,13.09,5.8,0.7,27.87,NA,4,0,10.85,23.4,0,14.9,0.43,25.93,10.58,1137.31,57.97,NA,191.94,23.67,8.98,192,NA,290,4.08,NA,"7/12/2010","4/9/2010"
"189","FR1T031","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,0.69,-0.23,4,NA,NA,20.6,1033,11.48,NA,5,NA,NA,299.5,3.2,NA,10.96,21.03,4.76,NA,0.42,24.19,8.75,984.97,54.2,3,165.36,22.48,8.69,194,NA,282.3,NA,5,"7/14/2011","4/20/2011"
"190","FR1T031","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,0.82,-0.02,4,NA,NA,NA,1087,11.18,NA,4.6,NA,NA,232.4,4,NA,8.9,26.12,NA,NA,0.4,24.95,10,1101.94,NA,2,202.94,22.76,NA,192,NA,258.7,NA,3.8,"7/11/2012","4/21/2012"
"191","FR1T032","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",98,0.7,0.9,5,0.7,6.09,22.1,855.5,12.02,10.01,5,1.67,26.27,NA,5,0,13.12,17.4,0,14.52,0.58,27.6,11.08,1161.75,49.24,NA,191.94,24.64,11.1,194,NA,276,4.07,NA,"7/14/2010","4/9/2010"
"192","FR1T032","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",111,0.62,0.62,4.2,NA,NA,19,1022.8,12.27,NA,6,NA,NA,206.6,3.4,0,12.35,24,NA,NA,0.58,26.17,9.31,984.97,50.78,3,168.58,24.63,11.81,194,NA,285,NA,3,"7/14/2011","4/22/2011"
"193","FR1T032","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,0.8,0.77,5,NA,NA,NA,830,10.67,NA,7,NA,NA,158.1,5,NA,10.86,18.96,NA,NA,0.48,27.64,10.1,1101.94,NA,2,202.94,23.98,NA,192,NA,262.2,NA,3,"7/11/2012","4/21/2012"
"194","FR1T033","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",96,0.75,0.25,4,1.46,10.42,18.6,977.9,11.11,19.21,4.4,3.15,28.56,NA,4,16,10.95,18.96,0,15.99,0.45,25.69,9.76,1161.75,46.81,NA,191,23.33,10.05,194,NA,260,3.9,NA,"7/14/2010","4/7/2010"
"195","FR1T033","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,0.76,-0.3,4,NA,NA,22,963.6,10.64,NA,4.4,NA,NA,284.7,3.2,NA,10.3,19.5,6.67,NA,0.38,24.1,8.26,1074.69,42.18,3,165.36,22.23,9.17,200,NA,252.7,NA,3,"7/20/2011","4/20/2011"
"196","FR1T033","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.75,0.67,4,NA,NA,NA,537.4,10.36,NA,5.2,NA,NA,200.5,5,NA,9.94,21.02,NA,NA,0.4,26.92,9.31,1190.28,NA,2,192.19,24.16,NA,197,NA,276.6,NA,2,"7/16/2012","4/20/2012"
"197","FR1T035","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",99,NA,-0.21,1,23.21,25.6,23.1,885.1,10.65,16.94,NA,34.48,59.92,NA,3,0,10.2,20.8,0,39.64,0.52,25.51,9.93,1161.75,50.56,NA,195.33,21.38,7.58,194,2.4,340.7,3.85,NA,"7/14/2010","4/10/2010"
"198","FR1T035","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",116,0.83,-1.39,1,NA,NA,20.4,908.6,10.6,NA,NA,NA,NA,376.2,2.2,0,10.5,19.45,NA,NA,0.43,21.47,8.59,1087.61,44.95,3,187.92,19.51,5.77,201,2.8,348.3,NA,5,"7/21/2011","4/27/2011"
"199","FR1T035","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",113,1.11,-0.51,1,NA,NA,NA,718.9,10.24,NA,NA,NA,NA,345.9,3,NA,7.56,NA,NA,NA,0.4,24.47,9.62,1190.28,NA,2,233.25,20.9,NA,197,3.2,322,NA,3,"7/16/2012","4/23/2012"
"200","FR1T036","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",NA,0.91,1.15,4,4.02,16.88,19.6,1417.4,12.41,14.31,6,0.66,27.66,NA,4,48,12.46,21.75,4,21.95,0.6,28.82,11.82,1242.42,47.29,NA,NA,24.68,10.5,199,NA,324.4,3.94,NA,"7/19/2010",NA
"201","FR1T036","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",115,0.75,0.12,3,NA,NA,17,972.8,11.67,NA,4.6,NA,NA,337.9,3.8,NA,11.36,17.6,NA,NA,0.5,25.36,9.75,984.97,47.05,3,184.83,23.03,10.02,194,NA,343,NA,3,"7/14/2011","4/26/2011"
"202","FR1T036","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",112,0.74,1.78,4,NA,NA,NA,900.4,11.43,NA,5,NA,NA,303.3,4,NA,13.44,21.7,NA,NA,0.52,30.34,11.14,1190.28,NA,3,217,26.23,NA,197,NA,294.3,NA,5,"7/16/2012","4/22/2012"
"203","FR1T037","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",99,0.95,0.46,3,4.34,16.8,19,858.6,10.97,14.97,5,1.46,28.07,NA,4,12,10.71,18.27,0,19.88,0.5,27.12,10.42,1242.42,52.98,NA,195.33,23.03,10.42,199,NA,263.4,3.84,NA,"7/19/2010","4/10/2010"
"204","FR1T037","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",110,0.99,0.27,4,NA,NA,16.6,777,11.32,NA,3.8,NA,NA,244.9,2.2,NA,11.65,17.97,11.11,NA,0.56,25.76,9.68,1049.19,55.55,3,167.06,23.35,10.81,198,NA,257.3,NA,3,"7/18/2011","4/21/2011"
"205","FR1T037","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,1.05,1.27,3,NA,NA,NA,883.1,10.91,NA,4.4,NA,NA,199,4,NA,12.08,20.9,NA,NA,0.54,29.44,10.77,1101.94,NA,3,202.94,24.68,NA,192,NA,201.8,NA,3,"7/11/2012","4/21/2012"
"206","FR1T038","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",99,0.92,0.74,5,1.22,10.25,19.2,1155.3,12.54,9.68,6,-0.28,26.26,NA,4,24,10.56,17.1,4,16.07,0.52,27.04,9.94,1242.42,44.39,NA,195.33,24.37,9.07,199,NA,325,3.95,NA,"7/19/2010","4/10/2010"
"207","FR1T038","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",110,0.68,0.06,4,NA,NA,14.8,987.1,11.62,NA,6,NA,NA,NA,4.2,0,10.39,16.9,0,NA,0.51,24.53,8.9,1087.61,51.85,3,167.06,23.48,9.08,201,NA,340.6,NA,3,"7/21/2011","4/21/2011"
"208","FR1T038","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,1.14,0.97,4,NA,NA,NA,841.3,11.54,NA,6,NA,NA,280.6,4,NA,10.4,21.08,NA,NA,0.46,27.22,9.78,1190.28,NA,3,202.94,25.32,NA,197,NA,270.7,NA,5,"7/16/2012","4/21/2012"
"209","FR1T039","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",99,NA,0.53,1,26.6,4.78,18.9,1076.8,11.99,17.26,NA,25.04,61.9,NA,3,0,11.31,21.03,4,41.73,0.58,26.71,10.88,1259.56,44.35,NA,195.33,23.72,10.63,200,3.6,319.5,3.72,NA,"7/20/2010","4/10/2010"
"210","FR1T039","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",110,NA,1.06,1,NA,NA,NA,831.1,12.11,NA,NA,NA,NA,278.5,3,8,12.93,21.37,NA,NA,0.7,27.36,9.91,1074.69,43.25,3,167.06,25.61,10.97,200,2.8,327.1,NA,2,"7/20/2011","4/21/2011"
"211","FR1T039","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,1.11,1.22,1,NA,NA,NA,897.4,11.85,NA,NA,NA,NA,200.3,3,NA,12.2,21.38,NA,NA,0.64,27.97,11.2,1227.33,NA,3,202.94,25.78,NA,199,2,259.2,NA,3,"7/18/2012","4/21/2012"
"212","FR1T040","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",98,NA,1.62,1,26.8,1.41,20.1,1539.8,11.89,20.23,NA,34.84,59.2,NA,4,24,11.49,19.67,8,38.72,0.56,28.3,10.82,1259.56,45.98,NA,191.94,27.35,10.29,200,3.8,251.5,3.81,NA,"7/20/2010","4/9/2010"
"213","FR1T040","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,0.69,1.21,1,NA,NA,NA,1350.1,11.49,NA,NA,NA,NA,174.8,3,10,12.4,20.9,NA,NA,0.56,26.44,9.2,1074.69,53.13,3,165.36,27.12,11.05,200,2.6,280,NA,5,"7/20/2011","4/20/2011"
"214","FR1T040","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.92,1.49,1,NA,NA,NA,1014.6,11.45,NA,NA,NA,NA,241.3,3,NA,11.9,20.4,NA,NA,0.58,28.81,10.47,1227.33,NA,3,178.25,26.26,NA,199,2,277.7,NA,3,"7/18/2012","4/18/2012"
"215","FR1T041","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",NA,NA,-0.96,3.8,3.97,15.33,26.8,1356.2,11.17,15.13,5.8,1.19,27.63,NA,4,8,10.23,28.4,0,20.95,0.48,22.47,9.94,1259.56,50.39,NA,NA,20.64,5.34,200,NA,343.2,3.92,NA,"7/20/2010",NA
"216","FR1T041","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",110,0.99,-0.12,3,NA,NA,NA,1102.3,11.39,NA,5,NA,NA,421.5,3,NA,9.01,24.45,4.76,NA,0.44,24.52,8.93,1074.69,54.44,3,167.06,22.66,8.07,200,NA,354.7,NA,2,"7/20/2011","4/21/2011"
"217","FR1T041","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,1.17,0.12,3,NA,NA,NA,725,11.02,NA,4.8,NA,NA,384.9,3,NA,8.84,22.76,NA,NA,0.46,25.56,10.31,1227.33,NA,3,202.94,22.86,NA,199,NA,366.6,NA,3,"7/18/2012","4/21/2012"
"218","FR1T042","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",96,0.87,0.34,3.6,0.6,10.16,22.5,908.6,12.19,15.68,5.8,1.62,28.01,NA,5,0,10.89,25.2,0,19.8,0.59,26.05,10.5,1259.56,47.75,NA,191,23.45,9.25,200,NA,310,4,NA,"7/20/2010","4/7/2010"
"219","FR1T042","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",107,0.68,-0.28,3,NA,NA,18.5,792.3,12.04,NA,4.4,NA,NA,NA,3,0,9.84,NA,12,NA,0.55,24.03,8.83,1087.61,45.96,3,162.86,22.38,8.71,201,NA,319,NA,3,"7/21/2011","4/18/2011"
"220","FR1T042","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.75,1.05,3,NA,NA,NA,742.4,11.74,NA,4.8,NA,NA,266.9,4,NA,11.24,21.94,NA,NA,0.56,27.42,10.41,1190.28,NA,2,192.19,25.51,NA,197,NA,253.9,NA,2,"7/16/2012","4/20/2012"
"221","FR1T054","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",96,0.9,0.5,1,25.04,2.59,23.7,1169.6,11.64,23.53,NA,31.29,58.73,NA,3,0,10.3,25.7,0,43.48,0.58,27.12,10.37,1227.28,40.46,NA,191,23.19,9.1,198,1.6,290.2,4.09,NA,"7/18/2010","4/7/2010"
"222","FR1T054","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",108,0.77,-0.28,1,NA,NA,23.6,1012.6,11.32,NA,NA,NA,NA,NA,3,0,10.54,24.03,15.38,NA,0.48,23.87,8.87,1087.61,38.5,3,163.61,22.53,7.97,201,2.6,294,NA,2.2,"7/21/2011","4/19/2011"
"223","FR1T054","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",105,0.8,0.95,1,NA,NA,NA,848.4,11.02,NA,NA,NA,NA,341.2,3,NA,11.1,22.54,NA,NA,0.54,28.28,10.17,1227.33,NA,4,165.67,24.25,NA,199,3,331.2,NA,2,"7/18/2012","4/15/2012"
"224","FR1T056","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",96,0.63,1.6,3,3.85,14.65,19.9,1127.8,12.64,18.34,5.4,1.74,28.39,NA,4.6,16,12.71,19.65,0,18.44,0.63,28.53,10.46,1123.72,54.68,NA,191,27.05,11.58,191,NA,262.5,4.16,NA,"7/11/2010","4/7/2010"
"225","FR1T056","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",108,0.56,0.51,4,NA,NA,18.4,1067.6,12.99,NA,5,NA,NA,265.9,3.2,NA,12.4,19.6,NA,NA,0.66,25.85,9.09,984.97,45.25,3,163.61,24.39,11.98,194,NA,259,NA,3,"7/14/2011","4/19/2011"
"226","FR1T056","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.64,2.2,3,NA,NA,NA,771.9,12.93,NA,3.6,NA,NA,209.5,4,NA,14.82,19.86,NA,NA,0.68,30.7,10.92,1101.94,NA,3,178.25,27.89,NA,192,NA,237.8,NA,2,"7/11/2012","4/18/2012"
"227","FR1T065","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",98,0.75,1.87,4.8,0.6,8.44,19.7,1108.4,11.17,17.43,6,2.16,29.25,NA,5,0,13.81,18.3,0,12.5,0.49,30.23,10.64,1123.72,56.01,NA,191.94,26.75,12.5,191,NA,260.6,3.97,NA,"7/11/2010","4/9/2010"
"228","FR1T065","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,NA,1.52,4,NA,NA,17.2,1001.4,11.82,NA,6,NA,NA,207.7,4,NA,13.3,18.37,10,NA,0.54,27.56,9.39,1049.19,46.23,2,165.36,27.54,12.49,198,NA,278,NA,5,"7/18/2011","4/20/2011"
"229","FR1T065","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.68,1.98,4,NA,NA,NA,1002.4,11.16,NA,5.6,NA,NA,178,4,NA,14.48,20.32,NA,NA,0.46,30.71,10.76,1101.94,NA,4,192.19,26.86,NA,192,NA,269.3,NA,2,"7/11/2012","4/20/2012"
"230","FR1T066","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",99,0.63,-0.35,4,4.55,17.15,17.6,975.9,11.52,14.59,6,1.01,27.64,NA,4,17.24,7.99,18.95,3.45,22.33,0.45,24.07,9.26,1178.92,47.68,NA,195.33,21.99,7.47,195,NA,300.3,4.1,NA,"7/15/2010","4/10/2010"
"231","FR1T066","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",114,0.62,-0.45,4,NA,NA,18.1,794.4,11.87,NA,3.4,NA,NA,328.1,3,NA,7.73,16.67,NA,NA,0.46,22.4,8.69,984.97,56.26,3,180.28,23.04,7.65,194,NA,300,NA,3,"7/14/2011","4/25/2011"
"232","FR1T066","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",112,0.67,1.09,3,NA,NA,NA,628.1,12.25,NA,4.2,NA,NA,244.9,4,NA,9.98,21.06,NA,NA,0.54,27.29,9.97,1101.94,NA,3,217,25.78,NA,192,NA,252.5,NA,5,"7/11/2012","4/22/2012"
"233","FR1T068","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",96,0.86,1.46,3,2.92,14.03,17.8,806.6,12.1,23.15,4.2,5.18,29.72,NA,3,12,13.13,21.28,0,14.67,0.48,27.26,9.81,1178.92,40.13,NA,191,27.56,11.34,195,NA,302.4,3.8,NA,"7/15/2010","4/7/2010"
"234","FR1T068","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,0.79,2.48,3,NA,NA,NA,821.9,12.15,NA,5,NA,NA,296.9,4,NA,14.53,20.5,NA,NA,0.52,28.28,8.5,NA,53.93,2,165.36,31.36,13.68,NA,NA,302.6,NA,5,NA,"4/20/2011"
"235","FR1T068","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.79,1.95,3,NA,NA,NA,923.9,12.14,NA,3,NA,NA,235.4,4,NA,12.78,20.04,NA,NA,0.48,29.14,10.31,1101.94,NA,2,192.19,28.14,NA,192,NA,252,NA,5,"7/11/2012","4/20/2012"
"236","FR1T069","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",98,0.93,-0.06,1,24.39,1.48,22.1,1392.9,11.16,27.45,NA,26.58,51.34,NA,3.4,8,11.68,21.65,0,38.44,0.52,26.82,10.26,1178.92,31.12,NA,191.94,20.86,8.05,195,3.6,324,4.05,NA,"7/15/2010","4/9/2010"
"237","FR1T069","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",107,0.95,0.44,1,NA,NA,17.7,1047.2,11.67,NA,NA,NA,NA,NA,3.2,NA,11.62,23.4,7.14,NA,0.53,25.81,9.62,1087.61,34.18,3,162.86,24.1,12.4,201,3,330.1,NA,5,"7/21/2011","4/18/2011"
"238","FR1T069","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,1.03,0.9,1,NA,NA,NA,1320.5,11.32,NA,NA,NA,NA,277.2,3,NA,10.51,23.1,NA,NA,0.52,28.18,10.55,1190.28,NA,3,172.72,24.11,NA,197,3,313.7,NA,2,"7/16/2012","4/17/2012"
"239","FR1T073","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",97,0.98,1.71,3.6,4.25,17.87,24.4,729.1,12.26,19.66,5.2,3.05,28.32,NA,4,41.67,13.7,23.58,0,21.58,0.64,30.21,10.86,1227.28,46.19,NA,191.08,26.02,11.39,198,NA,292.8,3.91,NA,"7/18/2010","4/8/2010"
"240","FR1T073","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",110,0.95,1.41,4,NA,NA,19.8,677.1,12.8,NA,5,NA,NA,258.1,3.8,7.14,13.3,20.25,NA,NA,0.6,27.63,9.83,1087.61,47.05,2,167.06,26.99,12.99,201,NA,304.3,NA,5,"7/21/2011","4/21/2011"
"241","FR1T073","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,0.93,2.14,3,NA,NA,NA,906.5,12.48,NA,4.6,NA,NA,226.7,4,NA,14.29,20.38,NA,NA,0.6,30.63,8.74,NA,NA,2,202.94,27.67,NA,NA,NA,252.2,NA,2,NA,"4/21/2012"
"242","FR1T074","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",97,0.9,1.15,4.2,3.88,15.42,19.6,1060.5,11.65,11.66,5.4,0.99,25.51,NA,3.8,55.56,14.73,20.47,0,18.63,0.43,28.08,10.79,1178.92,50.49,NA,191.08,25.36,10.84,195,NA,301.9,3.95,NA,"7/15/2010","4/8/2010"
"243","FR1T074","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,0.8,1.4,4,NA,NA,20.4,961.6,11.42,NA,5,NA,NA,338.5,3.7,33.33,14.4,23.4,NA,NA,0.5,28.21,9.48,1087.61,44.17,3,165.36,26.39,13.83,201,NA,308.3,NA,3,"7/21/2011","4/20/2011"
"244","FR1T074","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,1.18,1.94,4,NA,NA,NA,1138,10.73,NA,5,NA,NA,261.6,4,NA,13.91,22.4,NA,NA,0.44,31.03,10.17,1190.28,NA,4,192.19,26.37,NA,197,NA,295.2,NA,2,"7/16/2012","4/20/2012"
"245","FR20T045","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",NA,NA,2.12,4,NA,NA,NA,1270.6,11.75,NA,7,NA,NA,231.4,4,NA,14.51,20.58,NA,NA,0.66,31.42,11.05,963.06,NA,NA,NA,26.86,NA,184,NA,236.5,NA,5,"7/3/2012",NA
